8133,8
16687,2
6104,8
11692,10
9721,7
17818,8
13425,7
2208,1
7885,9
4989,5
22063,10
1080,10
7,3
11056,21
19566,8
22074,8
8950,2
10825,6
6895,8
9736,5
6923,11
3762,1
14598,8
12493,17
14968,8
22293,21
9732,9
6941,22
18967,3
3944,5
4947,3
8215,7
10313,7
9954,4
465,1
14796,20
10774,8
10062,1
7196,6
13570,19
14929,7
13966,6
16988,8
9266,16
5265,16
57,3
5195,6
4355,10
12257,1
11305,17
9993,20
16769,1
16003,4
2556,1
21793,8
17493,7
2273,20
1167,3
17702,8
13998,7
21696,8
14876,1
7406,7
11336,9
12372,5
8141,7
3205,3
2835,2
4771,3
874,5
16424,8
12687,5
15255,15
17364,3
3358,9
11113,2
12896,3
11993,3
10318,7
12701,10
17473,19
8524,1
8155,7
13220,7
3971,20
822,20
2850,20
1352,11
8327,20
10110,22
6533,5
9373,17
644,5
15895,16
11616,7
14630,5
21463,5
8825,1
8773,2
22273,8
22757,8
18120,8
12475,1
7939,16
3082,16
5605,5
6912,11
11060,2
21518,8
19160,3
16738,1
5043,8
1247,5
472,10
150,10
5117,22
2040,21
1553,6
8143,8
2360,7
14066,7
11888,20
20016,3
11486,7
10003,10
2293,10
16795,7
325,4
11524,17
3424,10
4276,5
9789,9
6157,6
5035,11
9497,17
18626,10
16596,3
2919,16
12230,22
15290,17
3721,7
8856,11
11469,22
13935,22
2033,3
2940,8
8870,15
4688,20
1280,10
1184,3
6216,7
21053,8
2697,2
15222,7
8981,8
1354,20
12539,5
6209,7
228,16
21798,8
4542,3
6318,6
19417,11
18073,8
2028,3
13791,5
18751,3
1145,2
11528,10
2021,3
13088,3
18924,4
15876,8
5706,7
9076,9
437,5
17596,8
20590,8
10688,22
20291,3
3601,20
13212,7
18965,22
13029,20
11062,7
18769,8
379,3
18800,11
20102,10
4587,6
2277,8
18164,15
11023,3
277,7
16075,3
8138,5
9646,1
21595,19
11779,15
1917,7
18680,7
8648,10
420,2
1904,4
21751,19
6266,1
20084,8
8668,9
868,7
13348,1
19587,4
497,5
4902,16
19483,8
9116,1
7953,1
13357,7
9484,6
18774,19
6393,21
2103,2
9165,6
1277,1
9387,22
16324,10
5989,8
12978,15
9486,3
18155,5
14590,8
11039,15
7418,1
19455,3
8393,20
11248,2
135,10
1311,6
16343,10
8164,2
17707,11
8133,7
7137,3
6104,5
10915,5
9721,1
19668,16
1316,10
20853,10
18187,3
326,8
11606,2
1080,1
17216,8
15716,7
19113,20
2653,7
8950,4
14896,7
6895,7
4514,23
2220,3
17452,1
14598,7
12493,13
9454,15
14727,7
3181,2
6941,13
18065,8
4029,1
22462,8
5702,10
10313,3
9954,20
465,16
14796,4
10774,5
10062,10
7196,7
17651,8
16944,8
2217,20
8253,6
11007,20
18470,15
57,2
8899,3
4355,6
12257,20
11305,18
9993,16
16769,8
14470,3
13808,2
13364,10
5349,3
2273,10
1167,5
21603,8
3741,1
21235,21
14876,2
7406,6
11336,17
4996,10
8141,8
21205,8
2835,17
4771,1
874,7
2369,4
12687,10
15255,7
6590,11
3358,13
11113,8
12896,4
11993,20
17150,8
12701,2
17473,16
8524,5
8155,16
22493,8
3971,6
822,5
9541,1
12185,1
13612,5
15365,7
6533,16
9373,7
644,13
15895,5
22579,8
14630,7
17630,8
8825,2
8773,3
16580,7
11586,5
8430,3
12475,5
7939,9
3082,9
5605,4
6912,10
11060,1
10639,20
20722,8
16738,3
5043,1
1247,1
472,6
20660,11
5896,10
2040,5
1553,3
8143,5
15905,10
126,1
11888,5
21001,8
11486,6
11219,19
22571,8
16101,7
325,1
11524,10
3424,3
4276,22
9789,10
6157,10
5035,9
9497,10
22018,8
16596,11
2919,9
12230,10
18315,11
2169,16
8856,3
11469,10
13935,12
2033,5
2940,6
8870,4
4688,16
1280,1
16506,7
6216,8
7121,3
2697,22
15222,20
8981,4
1354,3
12539,10
6209,20
228,4
6950,3
4542,4
6318,16
5985,18
4159,3
2028,5
13791,1
20423,8
1145,4
4125,6
271,2
13088,2
18924,15
15876,2
18993,20
16544,8
437,7
4471,5
13274,10
10688,6
6507,1
3601,2
13212,11
6994,15
13029,7
15229,7
19612,11
379,6
18800,16
10600,1
4587,8
5628,22
10142,6
11023,1
277,6
19138,3
22019,22
9646,6
18753,15
2837,8
4624,3
15371,7
12752,4
420,1
1904,5
6916,20
6266,7
13301,7
8668,1
868,1
5222,6
12774,7
2924,3
4902,1
6140,3
14614,7
18266,8
19921,8
9484,1
2155,2
214,6
2103,1
9165,9
1277,16
9387,7
16324,17
5989,7
12978,16
9486,5
11436,22
848,11
9379,9
7418,5
19455,20
18471,20
21827,11
135,18
14164,16
22277,8
5907,9
7027,9
5364,2
14777,8
6104,3
10915,4
9721,6
19668,15
12401,7
9326,9
18187,5
326,1
11606,11
1080,3
11409,21
14496,7
19113,11
11118,8
15687,15
7791,5
22486,21
4514,22
2220,7
17452,5
3190,10
12493,7
9454,11
22325,8
3181,4
6941,16
16552,7
22832,8
7827,18
5702,7
10313,21
9954,10
465,3
14796,18
10774,15
3780,4
11648,7
14461,7
9419,9
2217,1
8253,16
11007,3
18470,4
57,5
8899,1
4355,5
12257,7
11305,10
9993,7
10733,22
14470,4
16025,7
13364,11
5349,15
2273,1
1167,2
20083,8
8584,15
22786,8
14876,8
14428,7
11336,11
4996,3
6163,20
3142,5
2835,4
5081,16
874,16
2369,1
12687,1
15255,1
7439,5
3358,6
11113,6
12896,7
11993,7
16459,7
12701,7
8548,3
8524,7
8155,1
21586,8
6592,16
822,8
9541,2
16241,11
7556,4
18277,8
6533,1
9373,2
644,7
19972,3
10067,20
14630,16
5519,5
768,8
11650,16
16580,8
11586,8
11706,7
12475,7
4646,1
3082,11
5605,15
6912,2
21163,8
11789,8
21355,8
14773,3
5043,2
1247,7
472,23
20660,20
5896,9
2040,20
1553,17
8143,9
15905,11
126,16
8816,2
3280,11
21664,8
11219,8
14153,7
7469,3
325,16
11524,7
3424,11
4276,7
8919,3
6157,1
9550,11
9497,11
22598,8
6573,7
2919,20
12230,5
8056,20
2169,10
8856,2
8679,6
13935,20
21987,10
15831,8
8870,16
4688,8
1280,5
21799,8
20308,8
7121,1
2697,6
15222,8
8981,6
1354,5
9161,10
6209,2
228,5
6950,1
17396,16
6318,1
5985,5
16294,7
15829,11
13791,2
14167,9
10280,5
21787,11
12724,10
13088,20
14276,7
15876,18
18993,1
16544,16
437,6
4471,17
8559,3
18247,8
21425,8
3601,1
13212,10
18396,8
13029,8
11676,7
9017,20
379,7
10222,20
15485,7
4587,7
21104,8
7604,11
13912,3
22225,8
19138,8
14538,2
6120,20
18753,3
2837,17
4624,7
15371,10
12752,16
420,10
1904,9
6916,10
6266,11
18905,11
8668,6
22363,8
5222,5
12774,10
2994,1
11671,17
19019,8
9616,1
10574,3
5894,10
19079,8
2155,8
214,11
2103,20
9165,7
1277,22
10299,6
16324,13
9766,1
1585,3
9486,17
11436,20
848,5
9379,10
240,1
10675,3
7657,22
21827,18
135,2
14164,5
7383,10
5907,6
7027,2
5364,6
14777,7
6104,15
10915,8
836,5
17774,8
22625,2
9326,6
7276,22
326,2
11606,10
1080,2
11409,3
22840,1
13172,2
11118,1
15687,5
7791,22
22069,8
4514,8
9979,3
17452,4
3190,3
4365,11
17077,3
270,8
966,2
6941,4
2986,21
4055,4
1687,1
5702,2
10313,5
9954,11
465,15
14796,2
10441,1
3780,3
10023,20
22268,8
9419,10
2217,4
8253,7
13969,7
18470,5
57,10
19841,3
4355,22
12257,8
10721,2
7750,2
10733,1
4703,22
6150,6
13364,17
5349,1
7948,18
1167,11
19944,6
8584,8
18316,3
12536,3
12761,16
5981,11
4996,11
6163,8
3142,10
2835,1
3057,7
874,8
3683,8
21921,20
15255,5
7439,20
3358,3
11113,7
12896,23
12755,8
395,17
12701,8
8548,20
8524,17
4671,8
21586,21
6592,22
822,7
17525,8
16241,10
7556,1
13794,12
13534,7
9373,5
644,10
7467,20
18099,21
14630,15
5519,7
4552,15
11650,2
9383,6
11586,15
11706,11
5255,3
4646,3
21885,3
5605,16
6912,5
8046,9
10384,9
722,1
14773,2
5043,10
1247,4
472,11
20660,1
5567,20
2040,16
1553,22
8143,1
14793,22
126,11
8816,15
3280,3
13072,17
11219,3
15447,7
4108,1
325,2
11524,11
3424,4
4276,15
8919,7
6157,5
9550,3
10225,6
21580,18
6573,5
2919,6
12230,9
8056,6
11434,6
8856,20
6450,15
6552,3
11959,11
15831,7
6081,6
4688,6
1280,2
15096,8
7329,6
8195,3
2697,8
4051,3
14328,20
1354,7
9161,3
6209,10
228,22
18962,8
17396,1
5947,8
18270,8
7163,7
15829,10
10362,10
9338,2
10280,1
6601,7
15192,7
17665,11
926,3
15876,11
18993,2
16544,15
437,8
4471,3
3574,20
5058,3
6854,2
14195,16
13212,3
305,4
907,16
13419,20
9017,1
379,21
15936,6
22576,3
4587,5
19109,3
7604,3
8454,7
2427,5
21542,23
10014,7
20485,3
7835,13
2837,18
12326,22
20216,1
12752,20
12630,5
1904,20
6916,2
6266,5
3089,3
2121,5
980,1
5222,1
12774,11
21035,8
11671,18
8518,1
4992,1
15411,10
5894,17
16785,3
2155,7
214,9
2103,4
9165,22
1277,7
8080,8
3473,2
13431,7
6322,20
5899,17
11436,9
848,10
9379,11
240,4
10675,20
7657,3
19251,2
12590,5
14164,7
7383,11
17091,22
7027,10
5364,1
5711,16
6104,1
10915,2
836,9
8755,5
18504,8
9326,7
21258,8
326,11
4361,3
1080,16
11409,20
22254,8
13172,15
11118,3
79,18
7791,17
10973,22
4514,5
9979,2
20641,8
7219,11
6524,9
14395,7
10505,5
966,4
6941,2
2986,3
18179,8
1687,3
5702,8
16105,7
9954,6
465,21
14796,10
10441,9
2089,1
7318,10
17445,17
9419,11
2217,6
8253,20
21888,8
18470,11
57,17
18586,3
4355,2
12257,5
10721,20
7750,15
4170,1
4703,1
6150,7
13364,7
5349,8
21468,8
1167,15
13376,1
8584,7
14721,22
12536,4
12761,11
5981,10
4996,17
6163,3
3142,1
2835,10
7732,17
1125,3
3683,10
1338,8
15255,22
4359,6
4477,7
11113,22
21539,3
12755,7
395,5
12701,5
8548,16
11335,8
4671,10
7514,7
6592,21
822,19
11408,15
16390,11
22177,8
13794,10
15063,12
9373,1
4310,7
3677,5
22024,7
756,8
1927,4
4552,10
11650,23
12667,20
11586,22
20490,8
5255,17
14914,7
14809,7
10770,16
6912,22
8046,21
206,5
13880,2
14773,8
5043,5
1247,11
472,22
8001,8
5567,2
13852,3
1553,7
8143,22
17825,5
126,5
8816,3
22150,8
13072,8
11219,5
1144,22
4108,4
325,5
11524,20
3424,20
4276,20
8919,20
6157,16
9550,8
10225,8
10837,22
6573,3
2919,7
12230,2
8056,7
19500,8
20306,3
6450,6
14640,17
11959,16
20021,5
7287,8
21134,8
20167,8
15096,22
7329,22
8195,4
2697,10
4239,16
825,7
1354,1
9161,5
6209,1
228,18
19004,8
17396,3
5947,5
6499,4
7163,5
13119,8
10362,9
21520,8
10280,20
6601,3
15192,20
2646,7
926,18
15876,5
18993,15
10203,7
437,2
4471,20
3574,5
5058,5
6854,3
14195,22
1131,10
2812,20
907,1
5368,4
9017,5
379,18
15936,15
22576,8
1877,2
20406,2
12879,11
4375,7
2427,1
19407,3
10014,8
20485,11
7835,22
2837,9
12326,8
8190,20
20826,11
12630,1
1904,2
6916,4
20688,15
1556,2
2121,17
980,3
5222,4
12774,17
17315,3
4103,7
20933,22
4992,4
13780,7
5894,1
16785,20
5493,20
214,17
2103,3
9165,8
1277,17
22144,8
3473,7
8941,1
21790,15
5899,23
10829,10
848,3
9379,16
240,2
8442,3
7657,10
1059,1
12590,7
14164,8
19381,15
17091,7
7027,22
5364,5
5711,7
9296,8
10915,11
6486,10
8755,16
6721,7
783,4
21144,8
326,7
4361,1
1080,19
16902,8
9248,7
5333,19
14246,10
79,17
7791,15
10973,1
8465,20
9979,1
5358,13
22488,3
6524,10
9488,16
10505,16
966,1
6941,7
2986,11
6118,10
21822,11
5702,1
7911,8
9954,13
465,20
14796,22
10441,16
2089,5
7318,1
2822,3
1472,5
10791,11
15540,7
17095,8
5746,10
57,19
8703,3
4355,16
12257,21
10721,3
1313,6
12283,10
4703,4
6150,20
4307,8
5349,11
16855,8
1167,16
13376,5
19444,10
14721,9
3161,4
6844,3
12117,11
4996,19
21897,8
3142,17
9907,4
853,8
1125,4
14339,10
4050,8
11687,7
4359,2
3200,1
10518,18
11984,7
12755,21
395,18
12701,1
17200,5
11335,1
4671,7
7514,1
6592,5
822,6
11408,22
16390,10
17395,18
13794,1
17666,7
9373,11
4310,8
20547,8
7275,3
756,3
11771,7
4552,7
11650,15
6332,7
11586,2
18107,3
5255,10
20862,3
17121,8
15753,6
6912,7
3002,5
206,17
14508,7
15735,7
5043,13
1247,8
472,17
2255,11
5567,7
13852,20
1553,1
8143,3
2728,3
126,9
2535,3
19102,2
13072,7
11219,7
9357,6
4108,5
325,3
9051,2
3424,5
8460,20
8919,5
15317,7
5126,20
10225,7
10837,8
21954,8
2919,1
12230,13
6154,15
5137,6
20306,11
6450,7
14640,7
11959,9
14840,22
9857,3
2664,7
21955,8
15096,7
7329,7
8195,5
2697,1
4239,15
11164,22
5469,15
9161,20
6209,11
228,7
21723,5
16017,4
5947,16
6499,1
7163,8
13119,6
8383,2
21403,7
10280,6
6604,16
15192,8
2646,8
18288,8
15876,17
18993,5
11987,11
7995,4
9827,11
3574,11
5058,1
9797,6
3706,1
1131,7
2812,1
907,9
5368,16
9017,3
3996,7
15936,5
22576,21
19437,11
8474,16
12879,8
4375,3
12022,3
21013,8
5906,4
20485,8
7835,10
2837,6
12326,2
8190,2
12576,11
1257,22
1904,1
6916,9
3503,4
17333,14
2121,20
980,2
5222,20
6214,7
1753,22
4103,5
20933,16
4992,3
13341,7
5894,22
19324,8
5493,1
214,10
2103,5
9165,3
1277,5
3466,10
3473,4
8941,3
21790,8
5899,5
10829,8
3857,5
3533,1
240,15
7912,15
7657,18
11105,18
12590,15
14164,17
7511,1
3099,10
7027,11
7370,11
16032,22
9296,7
10915,17
6486,7
8755,8
16372,8
17671,10
22464,11
326,6
8028,8
6783,8
163,16
9248,8
5333,1
13216,3
9514,2
7791,1
8944,2
18880,8
9979,7
5358,11
17115,6
6524,17
19722,5
10505,8
966,20
6941,10
7259,2
15523,7
3385,4
5702,20
7911,15
2956,5
11900,9
16629,16
10441,5
2089,11
7318,2
2822,10
1472,10
10791,6
17658,8
22794,8
3806,8
57,11
16,6
4355,20
4796,15
10721,5
1313,1
12283,6
4703,13
6150,1
4307,3
15821,7
21145,11
12426,7
13376,2
19444,8
14721,20
14448,7
6844,20
9282,20
4996,18
19670,11
3142,11
9907,8
853,2
2963,1
6629,15
4050,5
11687,8
4359,3
4214,11
20204,8
11984,6
20939,8
12868,11
15811,7
17200,8
11335,7
4671,18
7514,17
6592,1
822,1
11408,1
6034,1
17395,19
13794,18
14334,7
11782,5
4310,3
22905,19
16376,8
756,15
6737,1
4552,13
6503,3
6332,22
11586,11
17887,5
5255,6
535,7
9360,1
15753,17
6111,2
3002,3
206,7
10996,6
15815,5
5043,7
4097,10
472,1
8634,4
5567,10
3015,11
1553,4
8143,7
2728,20
126,2
2535,20
20177,11
13072,18
11219,17
9357,7
4108,3
325,20
11945,1
3424,15
8460,5
9707,8
7125,20
5126,10
10243,11
10837,11
16649,11
2919,22
14104,8
6154,5
4465,2
4228,5
6450,1
14640,8
11959,13
6585,4
9857,1
2664,10
13045,5
15096,5
7329,20
8195,16
2697,20
4239,1
11164,3
11430,1
9161,1
6209,5
228,6
21723,22
3770,8
5947,7
6499,2
7163,6
13119,7
8383,16
16859,8
17003,8
7250,5
15192,22
2646,2
16002,5
15876,3
18993,16
11987,17
1592,3
9827,6
3574,3
2505,10
9797,1
20561,11
1131,1
2812,5
907,5
615,6
9017,6
9755,9
3062,10
7351,7
2339,1
8474,6
12879,5
8,3
12022,7
1582,8
5906,1
19486,3
7835,11
2837,3
12326,5
8190,9
12576,10
1257,1
1904,6
6916,5
14084,7
2782,6
2121,7
15168,5
5222,22
6214,5
1753,2
4103,20
20933,1
4992,9
13341,8
5894,13
6281,1
5493,5
17995,8
2103,6
9165,20
1277,3
15076,7
22206,8
8941,5
11384,10
5899,8
10829,6
3857,1
3533,17
240,5
9127,9
12157,14
11105,11
12590,8
14164,20
7511,7
3642,4
1846,7
4494,16
16032,7
9296,6
10915,22
6486,16
19540,3
16372,3
17671,6
247,16
326,5
8028,7
6783,3
163,2
9483,8
5333,2
13216,4
9514,1
13004,10
8944,7
21364,16
9979,10
5358,2
14646,11
6524,16
4210,2
10505,4
966,3
6941,20
7259,8
4631,2
3385,5
5702,22
7911,7
2956,3
15922,7
16629,20
10441,2
2089,2
7318,17
2828,7
1472,11
10791,22
16693,8
6060,7
3806,7
57,6
16,13
4355,1
4796,3
10721,7
16585,13
12570,1
4703,16
20890,8
1588,5
3523,3
15648,1
16166,7
13376,3
19444,3
14721,5
13809,7
6844,22
9282,4
17087,8
8119,9
3142,7
9907,7
853,11
8988,8
6629,3
4050,1
16388,10
4359,7
4214,10
20204,7
5097,17
9645,15
12868,10
15213,11
16219,9
11335,6
4671,11
7514,8
6592,2
14097,10
11408,11
6937,11
14768,20
6471,15
16237,20
11782,22
5871,6
20656,8
16376,7
756,11
15323,5
4552,8
6503,18
6332,11
22482,8
17887,1
5255,1
19398,8
8997,9
10192,14
6111,17
3002,1
206,4
10996,5
9849,5
21402,8
15527,11
472,5
11406,20
5567,8
3015,8
1553,11
8143,6
2728,16
1151,1
2535,11
11016,5
22519,8
11219,1
9357,8
2594,17
11593,8
11945,5
11556,5
8460,1
21483,8
7125,5
5126,16
10243,5
20349,8
13812,8
2919,5
14104,7
6154,4
4465,1
4228,8
6450,8
14640,21
11959,1
9014,1
9857,5
2664,6
13045,7
15096,6
7329,1
8195,9
2697,7
4239,3
11164,8
5007,3
9161,13
6209,22
228,17
21723,11
3770,22
5947,2
21621,8
12355,5
13119,5
8383,1
17,5
18888,3
7250,22
15192,1
19147,8
16002,10
12249,7
18993,10
11987,18
1592,2
9827,1
3574,10
2505,4
9797,5
13392,7
4314,3
2812,6
907,17
615,9
12128,8
19201,8
3062,5
13750,1
15473,6
3429,5
12879,3
8,1
12022,6
1582,7
5906,20
19486,11
5245,8
2837,5
21399,8
8190,1
12576,2
1257,6
1904,7
6916,1
14084,8
2782,22
2121,1
15168,7
9970,7
20341,5
1753,1
4103,3
20933,5
4992,2
13341,1
5894,16
6281,5
5953,3
2901,5
2103,16
370,18
7569,11
4167,4
3380,10
8941,9
12274,7
5899,7
10829,3
1219,3
3533,6
10561,10
9127,6
12157,11
11105,3
10044,9
14164,1
1831,16
3642,5
1846,3
4494,6
16032,10
19055,8
10915,10
6486,5
12272,17
12540,10
17671,15
247,10
326,22
15415,1
6783,11
163,5
9483,1
6102,1
13216,11
12377,7
13004,9
8944,1
10033,7
9979,11
5358,7
4349,10
6017,2
192,8
18322,8
13023,10
6941,5
7259,11
5955,18
3385,1
5702,5
7911,5
2956,18
13723,1
16629,5
13775,5
2089,10
7318,13
2828,11
5450,9
10791,5
16693,20
5142,15
3806,3
57,9
16,4
4355,13
4796,5
10721,1
21700,8
5336,1
4703,9
3515,5
1588,17
3523,1
3060,3
13086,7
2468,3
13553,7
14721,1
13809,9
6844,19
12585,1
983,1
8119,16
3142,6
4260,3
853,5
8988,7
6629,2
4050,4
15784,7
4359,1
4214,1
20809,3
5097,10
9645,16
12868,20
15213,3
14388,4
21929,8
4671,5
7514,10
6592,7
19858,3
15108,16
6937,3
3705,15
6471,3
14589,7
11782,1
5871,16
17986,3
5183,9
756,9
15323,11
4552,2
13727,11
6332,8
20866,8
17887,22
5255,16
6053,15
8997,3
10192,10
6111,4
17735,11
206,15
4830,11
9849,1
10887,22
15527,13
3228,22
19190,8
5567,1
19466,11
1553,5
14853,2
2728,5
11017,20
2535,4
11016,6
10986,1
11219,6
11985,8
2594,5
11593,3
11945,10
11556,3
8460,10
22176,8
1729,5
5126,3
10269,11
14623,7
13812,7
18649,8
14104,16
6154,1
4465,4
4228,7
14022,7
21768,3
11959,10
17447,8
14384,7
2664,11
13045,1
15096,16
14657,7
8195,1
15760,7
4239,20
11164,7
5007,1
9161,15
6374,5
15576,7
21723,23
20170,15
16029,7
13296,7
12355,1
13119,1
8800,20
17,6
6234,3
7250,1
15192,4
6968,3
16002,7
2623,4
18993,8
19822,8
1592,4
9827,5
3574,2
2505,8
2225,6
15059,7
2282,10
2812,16
907,20
615,10
12128,3
19201,3
3062,11
13750,7
22082,3
3429,2
21644,8
8,5
12022,8
12148,7
5906,16
2836,11
12795,13
2837,1
22223,8
8190,5
12576,8
1257,7
1904,16
6916,13
14634,21
2782,10
9753,9
5317,6
9970,8
20341,8
14357,7
14487,22
20933,8
4992,11
13821,8
5894,7
6281,3
5953,8
2901,10
5627,1
370,5
7569,5
6610,3
10380,15
8941,20
8032,8
22195,19
13003,3
1219,4
856,17
10561,11
9127,12
9582,7
7055,22
10044,6
14164,22
1831,7
3642,6
1846,8
12976,7
11722,5
12270,4
10915,13
6486,20
6634,3
16156,7
9313,3
247,1
15124,7
21032,3
6783,1
17874,20
9483,9
6102,4
4284,8
4872,1
1525,2
8944,5
10033,6
9979,8
5358,10
4349,11
6017,5
192,7
18322,5
13023,2
6941,1
16310,7
5955,17
3385,20
5702,17
16215,8
2956,7
1111,20
7020,7
13775,2
17850,8
7318,20
2828,10
5450,3
10791,7
16693,5
5142,10
19189,3
57,1
16,22
4355,7
4796,4
10721,6
19438,9
5336,2
4703,5
3515,3
20572,8
3523,2
3060,5
10096,7
20802,1
13553,11
14721,2
13809,13
16129,7
12585,16
14991,2
3957,11
18285,20
1207,6
853,1
17794,3
6098,3
4050,9
2425,1
4359,8
4214,5
7854,9
5097,19
9645,1
12868,3
15213,10
14388,21
4004,6
4671,13
7514,5
6592,20
16911,8
19951,3
6937,10
3705,11
7120,13
15909,7
8545,3
5871,5
17986,11
5648,10
756,6
15323,21
9284,6
4748,20
6332,3
17204,8
17887,16
5255,11
6053,16
14862,7
10192,13
6111,10
20043,3
206,16
19977,3
4236,2
10887,6
21042,8
3228,1
1026,4
5567,16
21450,8
4175,11
14916,7
2728,4
11017,7
2535,1
11016,1
12337,22
11219,4
15295,7
2594,16
11593,7
3852,11
8399,8
8460,8
1120,4
1729,20
5126,22
4785,1
15026,7
8011,3
16952,8
12100,9
6154,10
4465,5
4228,3
21892,3
729,11
11959,3
18183,8
19261,3
2664,8
13653,7
15096,1
14657,4
598,11
12042,7
4239,5
11164,6
12933,2
9161,2
6374,3
13198,7
14626,8
12981,6
6042,20
3837,8
12355,3
13119,16
2650,22
17,20
6234,6
7250,11
15192,2
6968,1
16501,20
2623,2
5495,10
12640,7
21903,5
9827,20
6620,16
2505,7
2225,11
15059,8
2282,5
17480,8
907,2
615,17
766,1
19201,20
3062,3
13750,5
16495,7
3429,1
3332,7
3315,3
7653,1
21180,8
5906,3
2836,1
12795,22
1379,6
224,8
8190,22
12576,17
1257,5
12228,7
6757,8
14634,20
2782,5
7689,3
5317,8
9970,3
11078,6
6643,3
14487,12
4389,7
4992,10
4718,5
5894,5
6281,16
10608,3
2901,1
6940,3
370,11
13746,5
20136,2
13432,7
8941,2
8032,5
5882,2
13003,10
1219,1
3526,11
10561,2
3936,3
13338,7
7055,18
10044,20
14618,7
1831,6
3642,2
1802,7
12976,5
11722,8
18842,3
10915,7
6486,2
9013,6
17054,22
9313,8
247,11
2234,1
14550,7
13013,18
13054,8
9483,7
6102,7
4284,2
4872,5
18418,8
19172,3
13856,10
9979,6
5358,5
4349,14
6017,3
192,10
18322,1
13023,22
6941,8
5038,15
5955,11
3385,15
8355,3
16215,20
16034,7
1111,3
7020,20
13775,20
17850,3
7318,3
2828,6
10559,1
10791,9
16693,10
5142,2
19189,4
13135,5
16,16
4355,9
22122,3
10721,4
13314,7
12659,4
10487,6
3515,4
1099,3
3523,6
2510,16
17712,8
10303,8
13553,13
14721,7
13809,1
4979,22
17781,10
14991,7
7346,8
18285,22
1207,1
4972,8
4373,3
6098,5
4050,11
2425,5
4359,5
2750,3
7854,10
15423,7
9645,7
2170,4
9233,9
6091,17
4004,7
4671,3
7514,4
11953,20
4323,4
13873,19
6937,5
728,20
7120,15
4938,5
8545,11
5871,1
17986,8
5648,8
4827,1
15323,20
9284,7
4993,4
6332,5
21234,11
17887,2
5255,19
13703,22
9762,9
10192,5
6111,19
19142,8
206,10
2187,16
4236,3
14520,16
3107,1
3228,6
1026,22
5567,5
6490,1
4175,3
16346,7
2728,2
20608,5
2535,22
8173,10
18349,11
10448,7
6719,1
2594,13
11593,22
3852,18
22209,8
8460,22
1120,6
1729,7
12673,8
4785,2
20041,5
8229,8
2036,20
18019,8
7974,4
17109,11
1095,1
17469,8
16319,20
5063,1
9307,6
1874,16
12988,20
2439,1
13896,3
14657,8
598,19
12042,1
358,3
14117,20
12933,5
9161,16
6374,20
22891,20
14626,7
12981,7
12436,6
10164,6
12355,7
13119,22
2650,10
17,3
6234,8
3028,10
15192,5
6968,2
16501,1
2623,1
15210,8
12640,6
21903,21
9827,8
6620,10
13601,10
2225,3
19245,11
2282,19
15625,9
907,7
615,19
720,6
11507,10
12811,20
13750,8
19847,3
3429,11
3332,3
3315,5
7653,7
10084,2
5906,5
2836,7
12795,5
1379,7
17552,8
21689,8
12576,7
8470,5
6577,9
6757,23
14634,5
2782,7
9945,13
5317,22
9970,6
7895,11
6643,1
3292,1
6772,5
8451,1
4718,4
5894,11
3545,2
1123,20
2901,2
6940,4
370,9
